Id,Date,DateLongDescription,DateShortDescription,DayLongName,DayShortName,MonthLongName,MonthShortName,CalendarDay,CalendarWeek,CalendarWeekStartDateId,CalendarWeekEndDateId,CalendarDayInWeek,CalendarMonth,CalendarMonthStartDateId,CalendarMonthEndDateId,CalendarNumberOfDaysInMonth,CalendarDayInMonth,CalendarQuarter,CalendarQuarterStartDateId,CalendarQuarterEndDateId,CalendarNumberOfDaysInQuarter,CalendarDayInQuarter,CalendarYear,CalendarYearStartDateId,CalendarYearEndDateId,CalendarNumberOfDaysInYear,FiscalDay,FiscalWeek,FiscalWeekStartDateId,FiscalWeekEndDateId,FiscalDayInWeek,FiscalMonth,FiscalMonthStartDateId,FiscalMonthEndDateId,FiscalNumberOfDaysInMonth,FiscalDayInMonth,FiscalQuarter,FiscalQuarterStartDateId,FiscalQuarterEndDateId,FiscalNumberOfDaysInQuarter,FiscalDayInQuarter,FiscalYear,FiscalYearStartDateId,FiscalYearEndDateId,FiscalNumberOfDaysInYear
20100111,11-01-2010,"Monday, January 11, 2010","Jan 11, 2010",Monday,Mon,January,Jan,11,2,20100111,20100117,1,1,20100101,20100131,31,11,1,20100101,20100331,90,11,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,11,1,20100101,20100331,89,11,2010,20100101,20101231,365
20100112,12-01-2010,"Tuesday, January 12, 2010","Jan 12, 2010",Tuesday,Tue,January,Jan,12,2,20100111,20100117,2,1,20100101,20100131,31,12,1,20100101,20100331,90,12,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,12,1,20100101,20100331,89,12,2010,20100101,20101231,365
20100113,13-01-2010,"Wednesday, January 13, 2010","Jan 13, 2010",Wednesday,Wed,January,Jan,13,2,20100111,20100117,3,1,20100101,20100131,31,13,1,20100101,20100331,90,13,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,13,1,20100101,20100331,89,13,2010,20100101,20101231,365
20100114,14-01-2010,"Thursday, January 14, 2010","Jan 14, 2010",Thursday,Thu,January,Jan,14,2,20100111,20100117,4,1,20100101,20100131,31,14,1,20100101,20100331,90,14,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,14,1,20100101,20100331,89,14,2010,20100101,20101231,365
20100115,15-01-2010,"Friday, January 15, 2010","Jan 15, 2010",Friday,Fri,January,Jan,15,2,20100111,20100117,5,1,20100101,20100131,31,15,1,20100101,20100331,90,15,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,15,1,20100101,20100331,89,15,2010,20100101,20101231,365
20100116,16-01-2010,"Saturday, January 16, 2010","Jan 16, 2010",Saturday,Sat,January,Jan,16,2,20100111,20100117,6,1,20100101,20100131,31,16,1,20100101,20100331,90,16,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,16,1,20100101,20100331,89,16,2010,20100101,20101231,365
20100117,17-01-2010,"Sunday, January 17, 2010","Jan 17, 2010",Sunday,Sun,January,Jan,17,2,20100111,20100117,7,1,20100101,20100131,31,17,1,20100101,20100331,90,17,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,17,1,20100101,20100331,89,17,2010,20100101,20101231,365
20100118,18-01-2010,"Monday, January 18, 2010","Jan 18, 2010",Monday,Mon,January,Jan,18,3,20100118,20100124,1,1,20100101,20100131,31,18,1,20100101,20100331,90,18,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,18,1,20100101,20100331,89,18,2010,20100101,20101231,365
20100119,19-01-2010,"Tuesday, January 19, 2010","Jan 19, 2010",Tuesday,Tue,January,Jan,19,3,20100118,20100124,2,1,20100101,20100131,31,19,1,20100101,20100331,90,19,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,19,1,20100101,20100331,89,19,2010,20100101,20101231,365
20100120,20-01-2010,"Wednesday, January 20, 2010","Jan 20, 2010",Wednesday,Wed,January,Jan,20,3,20100118,20100124,3,1,20100101,20100131,31,20,1,20100101,20100331,90,20,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,20,1,20100101,20100331,89,20,2010,20100101,20101231,365
20100121,21-01-2010,"Thursday, January 21, 2010","Jan 21, 2010",Thursday,Thu,January,Jan,21,3,20100118,20100124,4,1,20100101,20100131,31,21,1,20100101,20100331,90,21,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,21,1,20100101,20100331,89,21,2010,20100101,20101231,365
20100122,22-01-2010,"Friday, January 22, 2010","Jan 22, 2010",Friday,Fri,January,Jan,22,3,20100118,20100124,5,1,20100101,20100131,31,22,1,20100101,20100331,90,22,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,22,1,20100101,20100331,89,22,2010,20100101,20101231,365
20100123,23-01-2010,"Saturday, January 23, 2010","Jan 23, 2010",Saturday,Sat,January,Jan,23,3,20100118,20100124,6,1,20100101,20100131,31,23,1,20100101,20100331,90,23,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,23,1,20100101,20100331,89,23,2010,20100101,20101231,365
20100124,24-01-2010,"Sunday, January 24, 2010","Jan 24, 2010",Sunday,Sun,January,Jan,24,3,20100118,20100124,7,1,20100101,20100131,31,24,1,20100101,20100331,90,24,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,24,1,20100101,20100331,89,24,2010,20100101,20101231,365
20100125,25-01-2010,"Monday, January 25, 2010","Jan 25, 2010",Monday,Mon,January,Jan,25,4,20100125,20100131,1,1,20100101,20100131,31,25,1,20100101,20100331,90,25,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,25,1,20100101,20100331,89,25,2010,20100101,20101231,365
20100126,26-01-2010,"Tuesday, January 26, 2010","Jan 26, 2010",Tuesday,Tue,January,Jan,26,4,20100125,20100131,2,1,20100101,20100131,31,26,1,20100101,20100331,90,26,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,26,1,20100101,20100331,89,26,2010,20100101,20101231,365
20100127,27-01-2010,"Wednesday, January 27, 2010","Jan 27, 2010",Wednesday,Wed,January,Jan,27,4,20100125,20100131,3,1,20100101,20100131,31,27,1,20100101,20100331,90,27,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,27,1,20100101,20100331,89,27,2010,20100101,20101231,365
20100128,28-01-2010,"Thursday, January 28, 2010","Jan 28, 2010",Thursday,Thu,January,Jan,28,4,20100125,20100131,4,1,20100101,20100131,31,28,1,20100101,20100331,90,28,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,28,1,20100101,20100331,89,28,2010,20100101,20101231,365
20100129,29-01-2010,"Friday, January 29, 2010","Jan 29, 2010",Friday,Fri,January,Jan,29,4,20100125,20100131,5,1,20100101,20100131,31,29,1,20100101,20100331,90,29,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,29,1,20100101,20100331,89,29,2010,20100101,20101231,365
20100130,30-01-2010,"Saturday, January 30, 2010","Jan 30, 2010",Saturday,Sat,January,Jan,30,4,20100125,20100131,6,1,20100101,20100131,31,30,1,20100101,20100331,90,30,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,30,1,20100101,20100331,89,30,2010,20100101,20101231,365
20100131,31-01-2010,"Sunday, January 31, 2010","Jan 31, 2010",Sunday,Sun,January,Jan,31,4,20100125,20100131,7,1,20100101,20100131,31,31,1,20100101,20100331,90,31,2010,20100101,20101231,365,-1,-1,-1,-1,-1,1,20100101,20100131,31,31,1,20100101,20100331,89,31,2010,20100101,20101231,365
20100201,01-02-2010,"Monday, February 1, 2010","Feb 1, 2010",Monday,Mon,February,Feb,32,5,20100201,20100207,1,2,20100201,20100228,28,1,1,20100101,20100331,90,32,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,1,1,20100101,20100331,89,32,2010,20100101,20101231,365
20100202,02-02-2010,"Tuesday, February 2, 2010","Feb 2, 2010",Tuesday,Tue,February,Feb,33,5,20100201,20100207,2,2,20100201,20100228,28,2,1,20100101,20100331,90,33,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,2,1,20100101,20100331,89,33,2010,20100101,20101231,365
20100203,03-02-2010,"Wednesday, February 3, 2010","Feb 3, 2010",Wednesday,Wed,February,Feb,34,5,20100201,20100207,3,2,20100201,20100228,28,3,1,20100101,20100331,90,34,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,3,1,20100101,20100331,89,34,2010,20100101,20101231,365
20100204,04-02-2010,"Thursday, February 4, 2010","Feb 4, 2010",Thursday,Thu,February,Feb,35,5,20100201,20100207,4,2,20100201,20100228,28,4,1,20100101,20100331,90,35,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,4,1,20100101,20100331,89,35,2010,20100101,20101231,365
20100205,05-02-2010,"Friday, February 5, 2010","Feb 5, 2010",Friday,Fri,February,Feb,36,5,20100201,20100207,5,2,20100201,20100228,28,5,1,20100101,20100331,90,36,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,5,1,20100101,20100331,89,36,2010,20100101,20101231,365
20100206,06-02-2010,"Saturday, February 6, 2010","Feb 6, 2010",Saturday,Sat,February,Feb,37,5,20100201,20100207,6,2,20100201,20100228,28,6,1,20100101,20100331,90,37,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,6,1,20100101,20100331,89,37,2010,20100101,20101231,365
20100207,07-02-2010,"Sunday, February 7, 2010","Feb 7, 2010",Sunday,Sun,February,Feb,38,5,20100201,20100207,7,2,20100201,20100228,28,7,1,20100101,20100331,90,38,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,7,1,20100101,20100331,89,38,2010,20100101,20101231,365
20100208,08-02-2010,"Monday, February 8, 2010","Feb 8, 2010",Monday,Mon,February,Feb,39,6,20100208,20100214,1,2,20100201,20100228,28,8,1,20100101,20100331,90,39,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,8,1,20100101,20100331,89,39,2010,20100101,20101231,365
20100209,09-02-2010,"Tuesday, February 9, 2010","Feb 9, 2010",Tuesday,Tue,February,Feb,40,6,20100208,20100214,2,2,20100201,20100228,28,9,1,20100101,20100331,90,40,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,9,1,20100101,20100331,89,40,2010,20100101,20101231,365
20100210,10-02-2010,"Wednesday, February 10, 2010","Feb 10, 2010",Wednesday,Wed,February,Feb,41,6,20100208,20100214,3,2,20100201,20100228,28,10,1,20100101,20100331,90,41,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,10,1,20100101,20100331,89,41,2010,20100101,20101231,365
20100211,11-02-2010,"Thursday, February 11, 2010","Feb 11, 2010",Thursday,Thu,February,Feb,42,6,20100208,20100214,4,2,20100201,20100228,28,11,1,20100101,20100331,90,42,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,11,1,20100101,20100331,89,42,2010,20100101,20101231,365
20100212,12-02-2010,"Friday, February 12, 2010","Feb 12, 2010",Friday,Fri,February,Feb,43,6,20100208,20100214,5,2,20100201,20100228,28,12,1,20100101,20100331,90,43,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,12,1,20100101,20100331,89,43,2010,20100101,20101231,365
20100213,13-02-2010,"Saturday, February 13, 2010","Feb 13, 2010",Saturday,Sat,February,Feb,44,6,20100208,20100214,6,2,20100201,20100228,28,13,1,20100101,20100331,90,44,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,13,1,20100101,20100331,89,44,2010,20100101,20101231,365
20100214,14-02-2010,"Sunday, February 14, 2010","Feb 14, 2010",Sunday,Sun,February,Feb,45,6,20100208,20100214,7,2,20100201,20100228,28,14,1,20100101,20100331,90,45,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,14,1,20100101,20100331,89,45,2010,20100101,20101231,365
20100215,15-02-2010,"Monday, February 15, 2010","Feb 15, 2010",Monday,Mon,February,Feb,46,7,20100215,20100221,1,2,20100201,20100228,28,15,1,20100101,20100331,90,46,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,15,1,20100101,20100331,89,46,2010,20100101,20101231,365
20100216,16-02-2010,"Tuesday, February 16, 2010","Feb 16, 2010",Tuesday,Tue,February,Feb,47,7,20100215,20100221,2,2,20100201,20100228,28,16,1,20100101,20100331,90,47,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,16,1,20100101,20100331,89,47,2010,20100101,20101231,365
20100217,17-02-2010,"Wednesday, February 17, 2010","Feb 17, 2010",Wednesday,Wed,February,Feb,48,7,20100215,20100221,3,2,20100201,20100228,28,17,1,20100101,20100331,90,48,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,17,1,20100101,20100331,89,48,2010,20100101,20101231,365
20100218,18-02-2010,"Thursday, February 18, 2010","Feb 18, 2010",Thursday,Thu,February,Feb,49,7,20100215,20100221,4,2,20100201,20100228,28,18,1,20100101,20100331,90,49,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,18,1,20100101,20100331,89,49,2010,20100101,20101231,365
20100219,19-02-2010,"Friday, February 19, 2010","Feb 19, 2010",Friday,Fri,February,Feb,50,7,20100215,20100221,5,2,20100201,20100228,28,19,1,20100101,20100331,90,50,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,19,1,20100101,20100331,89,50,2010,20100101,20101231,365
20100220,20-02-2010,"Saturday, February 20, 2010","Feb 20, 2010",Saturday,Sat,February,Feb,51,7,20100215,20100221,6,2,20100201,20100228,28,20,1,20100101,20100331,90,51,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,20,1,20100101,20100331,89,51,2010,20100101,20101231,365
20100221,21-02-2010,"Sunday, February 21, 2010","Feb 21, 2010",Sunday,Sun,February,Feb,52,7,20100215,20100221,7,2,20100201,20100228,28,21,1,20100101,20100331,90,52,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,21,1,20100101,20100331,89,52,2010,20100101,20101231,365
20100222,22-02-2010,"Monday, February 22, 2010","Feb 22, 2010",Monday,Mon,February,Feb,53,8,20100222,20100228,1,2,20100201,20100228,28,22,1,20100101,20100331,90,53,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,22,1,20100101,20100331,89,53,2010,20100101,20101231,365
20100223,23-02-2010,"Tuesday, February 23, 2010","Feb 23, 2010",Tuesday,Tue,February,Feb,54,8,20100222,20100228,2,2,20100201,20100228,28,23,1,20100101,20100331,90,54,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,23,1,20100101,20100331,89,54,2010,20100101,20101231,365
20100224,24-02-2010,"Wednesday, February 24, 2010","Feb 24, 2010",Wednesday,Wed,February,Feb,55,8,20100222,20100228,3,2,20100201,20100228,28,24,1,20100101,20100331,90,55,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,24,1,20100101,20100331,89,55,2010,20100101,20101231,365
20100225,25-02-2010,"Thursday, February 25, 2010","Feb 25, 2010",Thursday,Thu,February,Feb,56,8,20100222,20100228,4,2,20100201,20100228,28,25,1,20100101,20100331,90,56,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,25,1,20100101,20100331,89,56,2010,20100101,20101231,365
20100226,26-02-2010,"Friday, February 26, 2010","Feb 26, 2010",Friday,Fri,February,Feb,57,8,20100222,20100228,5,2,20100201,20100228,28,26,1,20100101,20100331,90,57,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,26,1,20100101,20100331,89,57,2010,20100101,20101231,365
20100227,27-02-2010,"Saturday, February 27, 2010","Feb 27, 2010",Saturday,Sat,February,Feb,58,8,20100222,20100228,6,2,20100201,20100228,28,27,1,20100101,20100331,90,58,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,27,1,20100101,20100331,89,58,2010,20100101,20101231,365
20100228,28-02-2010,"Sunday, February 28, 2010","Feb 28, 2010",Sunday,Sun,February,Feb,59,8,20100222,20100228,7,2,20100201,20100228,28,28,1,20100101,20100331,90,59,2010,20100101,20101231,365,-1,-1,-1,-1,-1,2,20100201,20100228,28,28,1,20100101,20100331,89,59,2010,20100101,20101231,365
20100301,01-03-2010,"Monday, March 1, 2010","Mar 1, 2010",Monday,Mon,March,Mar,60,9,20100301,20100307,1,3,20100301,20100331,31,1,1,20100101,20100331,90,60,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,1,1,20100101,20100331,89,60,2010,20100101,20101231,365
20100302,02-03-2010,"Tuesday, March 2, 2010","Mar 2, 2010",Tuesday,Tue,March,Mar,61,9,20100301,20100307,2,3,20100301,20100331,31,2,1,20100101,20100331,90,61,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,2,1,20100101,20100331,89,61,2010,20100101,20101231,365
20100303,03-03-2010,"Wednesday, March 3, 2010","Mar 3, 2010",Wednesday,Wed,March,Mar,62,9,20100301,20100307,3,3,20100301,20100331,31,3,1,20100101,20100331,90,62,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,3,1,20100101,20100331,89,62,2010,20100101,20101231,365
20100304,04-03-2010,"Thursday, March 4, 2010","Mar 4, 2010",Thursday,Thu,March,Mar,63,9,20100301,20100307,4,3,20100301,20100331,31,4,1,20100101,20100331,90,63,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,4,1,20100101,20100331,89,63,2010,20100101,20101231,365
20100305,05-03-2010,"Friday, March 5, 2010","Mar 5, 2010",Friday,Fri,March,Mar,64,9,20100301,20100307,5,3,20100301,20100331,31,5,1,20100101,20100331,90,64,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,5,1,20100101,20100331,89,64,2010,20100101,20101231,365
20100306,06-03-2010,"Saturday, March 6, 2010","Mar 6, 2010",Saturday,Sat,March,Mar,65,9,20100301,20100307,6,3,20100301,20100331,31,6,1,20100101,20100331,90,65,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,6,1,20100101,20100331,89,65,2010,20100101,20101231,365
20100307,07-03-2010,"Sunday, March 7, 2010","Mar 7, 2010",Sunday,Sun,March,Mar,66,9,20100301,20100307,7,3,20100301,20100331,31,7,1,20100101,20100331,90,66,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,7,1,20100101,20100331,89,66,2010,20100101,20101231,365
20100308,08-03-2010,"Monday, March 8, 2010","Mar 8, 2010",Monday,Mon,March,Mar,67,10,20100308,20100314,1,3,20100301,20100331,31,8,1,20100101,20100331,90,67,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,8,1,20100101,20100331,89,67,2010,20100101,20101231,365
20100309,09-03-2010,"Tuesday, March 9, 2010","Mar 9, 2010",Tuesday,Tue,March,Mar,68,10,20100308,20100314,2,3,20100301,20100331,31,9,1,20100101,20100331,90,68,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,9,1,20100101,20100331,89,68,2010,20100101,20101231,365
20100310,10-03-2010,"Wednesday, March 10, 2010","Mar 10, 2010",Wednesday,Wed,March,Mar,69,10,20100308,20100314,3,3,20100301,20100331,31,10,1,20100101,20100331,90,69,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,10,1,20100101,20100331,89,69,2010,20100101,20101231,365
20100311,11-03-2010,"Thursday, March 11, 2010","Mar 11, 2010",Thursday,Thu,March,Mar,70,10,20100308,20100314,4,3,20100301,20100331,31,11,1,20100101,20100331,90,70,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,11,1,20100101,20100331,89,70,2010,20100101,20101231,365
20100312,12-03-2010,"Friday, March 12, 2010","Mar 12, 2010",Friday,Fri,March,Mar,71,10,20100308,20100314,5,3,20100301,20100331,31,12,1,20100101,20100331,90,71,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,12,1,20100101,20100331,89,71,2010,20100101,20101231,365
20100313,13-03-2010,"Saturday, March 13, 2010","Mar 13, 2010",Saturday,Sat,March,Mar,72,10,20100308,20100314,6,3,20100301,20100331,31,13,1,20100101,20100331,90,72,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,13,1,20100101,20100331,89,72,2010,20100101,20101231,365
20100314,14-03-2010,"Sunday, March 14, 2010","Mar 14, 2010",Sunday,Sun,March,Mar,73,10,20100308,20100314,7,3,20100301,20100331,31,14,1,20100101,20100331,90,73,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,14,1,20100101,20100331,89,73,2010,20100101,20101231,365
20100315,15-03-2010,"Monday, March 15, 2010","Mar 15, 2010",Monday,Mon,March,Mar,74,11,20100315,20100321,1,3,20100301,20100331,31,15,1,20100101,20100331,90,74,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,15,1,20100101,20100331,89,74,2010,20100101,20101231,365
20100316,16-03-2010,"Tuesday, March 16, 2010","Mar 16, 2010",Tuesday,Tue,March,Mar,75,11,20100315,20100321,2,3,20100301,20100331,31,16,1,20100101,20100331,90,75,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,16,1,20100101,20100331,89,75,2010,20100101,20101231,365
20100317,17-03-2010,"Wednesday, March 17, 2010","Mar 17, 2010",Wednesday,Wed,March,Mar,76,11,20100315,20100321,3,3,20100301,20100331,31,17,1,20100101,20100331,90,76,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,17,1,20100101,20100331,89,76,2010,20100101,20101231,365
20100318,18-03-2010,"Thursday, March 18, 2010","Mar 18, 2010",Thursday,Thu,March,Mar,77,11,20100315,20100321,4,3,20100301,20100331,31,18,1,20100101,20100331,90,77,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,18,1,20100101,20100331,89,77,2010,20100101,20101231,365
20100319,19-03-2010,"Friday, March 19, 2010","Mar 19, 2010",Friday,Fri,March,Mar,78,11,20100315,20100321,5,3,20100301,20100331,31,19,1,20100101,20100331,90,78,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,19,1,20100101,20100331,89,78,2010,20100101,20101231,365
20100320,20-03-2010,"Saturday, March 20, 2010","Mar 20, 2010",Saturday,Sat,March,Mar,79,11,20100315,20100321,6,3,20100301,20100331,31,20,1,20100101,20100331,90,79,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,20,1,20100101,20100331,89,79,2010,20100101,20101231,365
20100321,21-03-2010,"Sunday, March 21, 2010","Mar 21, 2010",Sunday,Sun,March,Mar,80,11,20100315,20100321,7,3,20100301,20100331,31,21,1,20100101,20100331,90,80,2010,20100101,20101231,365,-1,-1,-1,-1,-1,3,20100301,20100331,31,21,1,20100101,20100331,89,80,2010,20100101,20101231,365
